backend,run,variant,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_component_micro_f1,doc_to_code_worst_component_f1,doc_to_code_harmonic_component_f1,doc_to_code_sentence_coverage,doc_to_code_noise_rate
claude,run2,NoCitation,teastore,0.986053,1.000000,0.992978,0.964286,0.833333,0.967742,1.000000,0.080000
claude,run2,NoValidator,teastore,0.983310,1.000000,0.991585,0.947368,0.833333,0.967742,1.000000,0.115385
claude,run2,Full,teammates,0.968461,0.750895,0.845913,0.608696,0.333333,0.606657,0.434783,0.048621
claude,run2,NoEntityValid,teammates,0.909331,0.764234,0.830493,0.600000,0.375000,0.593983,0.456522,0.149707
claude,run2,NoCitation,teammates,0.880034,0.777325,0.825497,0.635838,0.375000,0.641431,0.500000,0.225627
claude,run2,NoValidator,teammates,0.833702,0.790663,0.811613,0.626374,0.411765,0.622116,0.521739,0.290539
claude,run2,Full,bigbluebutton,0.900433,0.816220,0.856261,0.911565,0.000000,0.000000,0.866667,0.146983
claude,run2,NoEntityValid,bigbluebutton,0.900433,0.816220,0.856261,0.911565,0.000000,0.000000,0.866667,0.146983
claude,run2,NoCitation,bigbluebutton,0.885154,0.826684,0.854921,0.913907,0.000000,0.000000,0.888889,0.169462
claude,run2,NoValidator,bigbluebutton,0.885154,0.826684,0.854921,0.913907,0.000000,0.000000,0.888889,0.169462
claude,run2,Full,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,run2,NoEntityValid,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,run2,NoCitation,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,run2,NoValidator,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,run3,Full,mediastore,0.979167,0.796610,0.878505,0.945455,0.666667,0.927039,0.960000,0.040000
claude,run3,NoEntityValid,mediastore,0.979167,0.796610,0.878505,0.945455,0.666667,0.927039,0.960000,0.040000
claude,run3,NoCitation,mediastore,0.979167,0.796610,0.878505,0.945455,0.666667,0.927039,0.960000,0.040000
claude,run3,NoValidator,mediastore,0.979167,0.796610,0.878505,0.945455,0.666667,0.927039,0.960000,0.040000
claude,run3,Full,teastore,0.991585,1.000000,0.995775,0.947368,1.000000,1.000000,1.000000,0.115385
claude,run3,NoEntityValid,teastore,0.977870,1.000000,0.988811,0.915254,0.833333,0.967742,1.000000,0.178571
claude,run3,NoCitation,teastore,0.977870,1.000000,0.988811,0.915254,0.833333,0.967742,1.000000,0.178571
claude,run3,NoValidator,teastore,0.977870,1.000000,0.988811,0.915254,0.833333,0.967742,1.000000,0.178571
claude,run3,Full,teammates,0.987697,0.743609,0.848446,0.603774,0.333333,0.607615,0.423913,0.025474
claude,run3,NoEntityValid,teammates,0.835742,0.764110,0.798323,0.584795,0.363636,0.587736,0.445652,0.117337
claude,run3,NoCitation,teammates,0.877480,0.775719,0.823468,0.607143,0.375000,0.622753,0.456522,0.151566
claude,run3,NoValidator,teammates,0.761607,0.796221,0.778529,0.588889,0.400000,0.597298,0.478261,0.214108
claude,run3,Full,bigbluebutton,0.888060,0.622629,0.732026,0.848921,0.000000,0.000000,0.777778,0.148179
claude,run3,NoEntityValid,bigbluebutton,0.878788,0.682799,0.768495,0.865248,0.000000,0.000000,0.800000,0.149982
claude,run3,NoCitation,bigbluebutton,0.832675,0.826684,0.829669,0.901961,0.000000,0.000000,0.888889,0.186562
claude,run3,NoValidator,bigbluebutton,0.819715,0.826684,0.823185,0.901961,0.000000,0.000000,0.888889,0.191559
claude,run3,Full,jabref,0.999516,1.000000,0.999758,1.000000,1.000000,1.000000,1.000000,0.000297
claude,run3,NoEntityValid,jabref,0.918871,1.000000,0.957720,0.936170,0.800000,0.923077,1.000000,0.093430
claude,run3,NoCitation,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,run3,NoValidator,jabref,0.918871,1.000000,0.957720,0.936170,0.800000,0.923077,1.000000,0.093430
openai,run1,Full,mediastore,1.000000,0.830508,0.907407,0.981818,0.923077,0.990826,0.960000,0.000000
openai,run1,NoEntityValid,mediastore,0.924528,0.830508,0.875000,0.947368,0.666667,0.931034,0.960000,0.064000
openai,run1,NoCitation,mediastore,0.960784,0.830508,0.890909,0.947368,0.666667,0.915254,0.960000,0.076923
openai,run1,NoValidator,mediastore,0.890909,0.830508,0.859649,0.915254,0.500000,0.864000,0.960000,0.133333
openai,run1,Full,teastore,1.000000,0.930693,0.964103,0.961538,0.909091,0.967742,0.956522,0.000000
openai,run1,NoEntityValid,teastore,0.994126,0.957567,0.975504,0.945455,0.909091,0.983607,0.956522,0.083333
openai,run1,NoCitation,teastore,1.000000,0.973126,0.986380,0.981132,0.909091,0.983607,1.000000,0.000000
openai,run1,NoValidator,teastore,0.994374,1.000000,0.997179,0.964286,1.000000,1.000000,1.000000,0.080000
openai,run1,Full,teammates,1.000000,0.745585,0.854252,0.594937,0.333333,0.602386,0.434783,0.000000
openai,run1,NoEntityValid,teammates,0.831131,0.799926,0.815230,0.617143,0.363636,0.612046,0.478261,0.108630
openai,run1,NoCitation,teammates,0.695770,0.824750,0.754789,0.633880,0.450000,0.660456,0.532609,0.220810
openai,run1,NoValidator,teammates,0.639429,0.852414,0.730718,0.628866,0.439024,0.642989,0.554348,0.248584
openai,run1,Full,bigbluebutton,0.861823,0.791367,0.825094,0.888889,0.500000,0.834990,0.866667,0.144983
openai,run1,NoEntityValid,bigbluebutton,0.755857,0.801831,0.778166,0.846154,0.500000,0.808470,0.866667,0.278620
openai,run1,NoCitation,bigbluebutton,0.800263,0.796599,0.798427,0.842105,0.500000,0.808003,0.866667,0.242125
openai,run1,NoValidator,bigbluebutton,0.717859,0.807063,0.759852,0.814815,0.500000,0.787771,0.866667,0.323690
openai,run1,Full,jabref,0.999516,1.000000,0.999758,1.000000,1.000000,1.000000,1.000000,0.000297
openai,run1,NoEntityValid,jabref,0.829288,1.000000,0.906678,0.916667,0.800000,0.905660,1.000000,0.165740
openai,run1,NoCitation,jabref,0.891525,1.000000,0.942652,0.880000,0.666667,0.847059,1.000000,0.161242
openai,run1,NoValidator,jabref,0.754793,1.000000,0.860264,0.830189,0.666667,0.804469,1.000000,0.233553
openai,run2,Full,mediastore,1.000000,0.796610,0.886792,0.962963,0.888889,0.977376,0.920000,0.000000
openai,run2,NoEntityValid,mediastore,0.924528,0.830508,0.875000,0.947368,0.666667,0.931034,0.960000,0.064000
openai,run2,NoCitation,mediastore,0.959184,0.796610,0.870370,0.928571,0.666667,0.903766,0.920000,0.080000
openai,run2,NoValidator,mediastore,0.890909,0.830508,0.859649,0.915254,0.500000,0.864000,0.960000,0.133333
openai,run2,Full,teastore,1.000000,0.930693,0.964103,0.961538,0.909091,0.967742,0.956522,0.000000
openai,run2,NoEntityValid,teastore,0.994126,0.957567,0.975504,0.945455,0.909091,0.983607,0.956522,0.083333
openai,run2,NoCitation,teastore,1.000000,0.973126,0.986380,0.981132,0.909091,0.983607,1.000000,0.000000
openai,run2,NoValidator,teastore,0.994374,1.000000,0.997179,0.964286,1.000000,1.000000,1.000000,0.080000
openai,run2,Full,teammates,0.883964,0.721625,0.794588,0.566038,0.333333,0.580378,0.413043,0.073171
openai,run2,NoEntityValid,teammates,0.609869,0.767815,0.679788,0.561798,0.363636,0.577452,0.456522,0.231715
openai,run2,NoCitation,teammates,0.739094,0.763740,0.751215,0.582857,0.375000,0.595271,0.456522,0.183935
openai,run2,NoValidator,teammates,0.544048,0.794739,0.645922,0.569948,0.400000,0.580694,0.489130,0.304896
openai,run2,Full,bigbluebutton,0.902507,0.847613,0.874199,0.911565,0.666667,0.918033,0.911111,0.141090
openai,run2,NoEntityValid,bigbluebutton,0.845361,0.858077,0.851672,0.913907,0.666667,0.912227,0.911111,0.165218
openai,run2,NoCitation,bigbluebutton,0.852288,0.852845,0.852566,0.875817,0.666667,0.891436,0.911111,0.215760
openai,run2,NoValidator,bigbluebutton,0.801944,0.863309,0.831496,0.878981,0.666667,0.886538,0.911111,0.236246
openai,run2,Full,jabref,0.999516,1.000000,0.999758,1.000000,1.000000,1.000000,1.000000,0.000297
openai,run2,NoEntityValid,jabref,0.829288,1.000000,0.906678,0.916667,0.800000,0.905660,1.000000,0.165740
openai,run2,NoCitation,jabref,0.827131,1.000000,0.905388,0.880000,0.666667,0.842105,1.000000,0.089991
openai,run2,NoValidator,jabref,0.708119,1.000000,0.829122,0.830189,0.666667,0.800000,1.000000,0.245030
openai,run3,Full,mediastore,1.000000,0.830508,0.907407,0.981818,0.923077,0.990826,0.960000,0.000000
openai,run3,NoEntityValid,mediastore,0.924528,0.830508,0.875000,0.947368,0.666667,0.931034,0.960000,0.064000
openai,run3,NoCitation,mediastore,0.960784,0.830508,0.890909,0.947368,0.666667,0.915254,0.960000,0.076923
openai,run3,NoValidator,mediastore,0.890909,0.830508,0.859649,0.915254,0.500000,0.864000,0.960000,0.133333
openai,run3,Full,teastore,1.000000,0.930693,0.964103,0.961538,0.909091,0.967742,0.956522,0.000000
openai,run3,NoEntityValid,teastore,0.994126,0.957567,0.975504,0.945455,0.909091,0.983607,0.956522,0.083333
openai,run3,NoCitation,teastore,1.000000,0.973126,0.986380,0.981132,0.909091,0.983607,1.000000,0.000000
openai,run3,NoValidator,teastore,0.994374,1.000000,0.997179,0.964286,1.000000,1.000000,1.000000,0.080000
openai,run3,Full,teammates,0.886286,0.738298,0.805552,0.575000,0.333333,0.588135,0.423913,0.071429
openai,run3,NoEntityValid,teammates,0.625050,0.774114,0.691641,0.577778,0.363636,0.580989,0.467391,0.240328
openai,run3,NoCitation,teammates,0.744820,0.772508,0.758412,0.594286,0.375000,0.605293,0.467391,0.163527
openai,run3,NoValidator,teammates,0.559692,0.798444,0.658082,0.580311,0.400000,0.586603,0.500000,0.297853
openai,run3,Full,bigbluebutton,0.911831,0.791367,0.847339,0.895105,0.666667,0.871369,0.866667,0.119144
openai,run3,NoEntityValid,bigbluebutton,0.845517,0.801831,0.823095,0.891892,0.666667,0.857580,0.866667,0.166468
openai,run3,NoCitation,bigbluebutton,0.855756,0.807063,0.830697,0.874172,0.666667,0.853398,0.888889,0.201906
openai,run3,NoValidator,bigbluebutton,0.798722,0.817528,0.808016,0.871795,0.666667,0.839995,0.888889,0.223610
openai,run3,Full,jabref,0.999516,1.000000,0.999758,1.000000,1.000000,1.000000,1.000000,0.000297
openai,run3,NoEntityValid,jabref,0.829288,1.000000,0.906678,0.916667,0.800000,0.905660,1.000000,0.165740
openai,run3,NoCitation,jabref,0.891525,1.000000,0.942652,0.880000,0.666667,0.847059,1.000000,0.161242
openai,run3,NoValidator,jabref,0.754793,1.000000,0.860264,0.830189,0.666667,0.804469,1.000000,0.233553
claude,average,Full,bigbluebutton,0.898051,0.751690,0.815635,0.890684,0.000000,0.000000,0.837037,0.145794
claude,average,Full,jabref,0.998069,1.000000,0.999033,0.985185,0.866667,0.973333,1.000000,0.001948
claude,average,Full,mediastore,0.986389,0.807909,0.888127,0.957568,0.740741,0.947848,0.960000,0.026667
claude,average,Full,teammates,0.972366,0.749331,0.846341,0.609918,0.333333,0.608515,0.431160,0.041876
claude,average,Full,teastore,0.994854,0.991042,0.992877,0.970106,0.939394,0.989071,0.985507,0.052351
claude,average,NoCitation,bigbluebutton,0.846381,0.826684,0.836193,0.902064,0.000000,0.000000,0.888889,0.187024
claude,average,NoCitation,jabref,0.997346,1.000000,0.998671,0.977778,0.800000,0.960000,1.000000,0.002773
claude,average,NoCitation,mediastore,0.973946,0.841808,0.902659,0.958426,0.611111,0.921099,0.986667,0.045385
claude,average,NoCitation,teammates,0.885977,0.775266,0.826894,0.619455,0.375000,0.631275,0.471015,0.181028
claude,average,NoCitation,teastore,0.983325,1.000000,0.991589,0.947942,0.833333,0.967742,1.000000,0.112857
claude,average,NoEntityValid,bigbluebutton,0.889793,0.771746,0.825447,0.896126,0.000000,0.000000,0.844445,0.148186
claude,average,NoEntityValid,jabref,0.971188,1.000000,0.985021,0.963909,0.800000,0.947692,1.000000,0.032992
claude,average,NoEntityValid,mediastore,0.986389,0.807909,0.888127,0.957568,0.740741,0.947848,0.960000,0.026667
claude,average,NoEntityValid,teammates,0.870543,0.765016,0.814131,0.598524,0.367424,0.598907,0.449275,0.129011
claude,average,NoEntityValid,teastore,0.981346,0.991042,0.986121,0.930398,0.833333,0.962622,0.985507,0.137985
claude,average,NoValidator,bigbluebutton,0.837857,0.826684,0.831900,0.902064,0.000000,0.000000,0.888889,0.190318
claude,average,NoValidator,jabref,0.971188,1.000000,0.985021,0.963909,0.800000,0.947692,1.000000,0.032992
claude,average,NoValidator,mediastore,0.973946,0.841808,0.902659,0.958426,0.611111,0.921099,0.986667,0.045385
claude,average,NoValidator,teammates,0.804997,0.790951,0.797538,0.608153,0.403922,0.616090,0.489130,0.240328
claude,average,NoValidator,teastore,0.981497,1.000000,0.990660,0.936663,0.833333,0.967742,1.000000,0.136447
openai,average,Full,bigbluebutton,0.892054,0.810116,0.848877,0.898520,0.611111,0.874797,0.881482,0.135072
openai,average,Full,jabref,0.999516,1.000000,0.999758,1.000000,1.000000,1.000000,1.000000,0.000297
openai,average,Full,mediastore,1.000000,0.819209,0.900535,0.975533,0.911681,0.986343,0.946667,0.000000
openai,average,Full,teammates,0.923417,0.735169,0.818131,0.578658,0.333333,0.590300,0.423913,0.048200
openai,average,Full,teastore,1.000000,0.930693,0.964103,0.961538,0.909091,0.967742,0.956522,0.000000
openai,average,NoCitation,bigbluebutton,0.836102,0.818836,0.827230,0.864031,0.611111,0.850946,0.888889,0.219930
openai,average,NoCitation,jabref,0.870060,1.000000,0.930231,0.880000,0.666667,0.845408,1.000000,0.137492
openai,average,NoCitation,mediastore,0.960251,0.819209,0.884063,0.941102,0.666667,0.911425,0.946667,0.077949
openai,average,NoCitation,teammates,0.726561,0.786999,0.754805,0.603674,0.400000,0.620340,0.485507,0.189424
openai,average,NoCitation,teastore,1.000000,0.973126,0.986380,0.981132,0.909091,0.983607,1.000000,0.000000
openai,average,NoEntityValid,bigbluebutton,0.815578,0.820580,0.817644,0.883984,0.611111,0.859426,0.881482,0.203435
openai,average,NoEntityValid,jabref,0.829288,1.000000,0.906678,0.916667,0.800000,0.905660,1.000000,0.165740
openai,average,NoEntityValid,mediastore,0.924528,0.830508,0.875000,0.947368,0.666667,0.931034,0.960000,0.064000
openai,average,NoEntityValid,teammates,0.688683,0.780618,0.728886,0.585573,0.363636,0.590162,0.467391,0.193558
openai,average,NoEntityValid,teastore,0.994126,0.957567,0.975504,0.945455,0.909091,0.983607,0.956522,0.083333
openai,average,NoValidator,bigbluebutton,0.772842,0.829300,0.799788,0.855197,0.611111,0.838101,0.888889,0.261182
openai,average,NoValidator,jabref,0.739235,1.000000,0.849883,0.830189,0.666667,0.802979,1.000000,0.237379
openai,average,NoValidator,mediastore,0.890909,0.830508,0.859649,0.915254,0.500000,0.864000,0.960000,0.133333
openai,average,NoValidator,teammates,0.581056,0.815199,0.678241,0.593042,0.413008,0.603429,0.514493,0.283778
openai,average,NoValidator,teastore,0.994374,1.000000,0.997179,0.964286,1.000000,1.000000,1.000000,0.080000
